object_number,is_highlight,is_public_domain,object_id,gallery_number,department,title,culture,object_date,object_begin_date,object_end_date,medium,credit_line
JP1918,False,True,54457,231,Asian Art,Two Courtesans,Japan,,1750,1835,Woodblock print (surimono); ink and color on paper,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929"
JP1173,False,True,55053,231,Asian Art,"The Musashiya Restaurant, Ushijima (Ushijima, Musashiya), from the series A Collection of Famous Restaurants of Edo (Edo Kōmei Kaitei Zukushi)",Japan,ca. 1838–40,1838,1840,Woodblock print (nishiki-e); ink and color on paper,"Rogers Fund, 1919"
JP1181,False,True,55079,231,Asian Art,"The Yaozen Restaurant, San’ya (San’ya, Yaozen), from the series A Collection of Famous Restaurants of Edo (Edo Kōmei Kaitei Zukushi)",Japan,ca. 1838–40,1838,1840,Woodblock print (nishiki-e); ink and color on paper,"Rogers Fund, 1919"
2000.293,False,True,55296,207,Asian Art,Ferrule,China,late 2nd–early 1st century BCE,-133,-67,Bronze with silver inlay,"Purchase, Friends of Asian Art Gifts, in honor of Wen C. Fong, 2000"
JP1919,False,True,54458,231,Asian Art,Sake Cups for a New Year’s Toast,Japan,ca. 1820,1810,1830,Woodblock print (surimono); ink and color on paper,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929"
JP983,False,True,54869,690,Asian Art,Fan Vendor,Japan,ca. 1797,1787,1807,Woodblock print (nishiki-e),"Gift of Estate of Samuel Isham, 1914"
JP986,False,True,54871,231,Asian Art,"Kiyomizu Komachi, from the series Futabagusa nana Komachi",Japan,1790s,1790,1800,Woodblock print (nishiki-e); ink and color on paper,"Gift of Estate of Samuel Isham, 1914"
2000.349.2,False,True,56154,207,Asian Art,Man with a hoe,China,7th century,618,699,Earthenware with pigment,"Rogers and Seymour Funds, 2000"
JP2882,False,True,55997,229,Asian Art,"The Yodo River, from the series Famous Places of Kyoto (Kyoto meisho no uchi, Yodo-gawa)",Japan,1834,1834,1834,Woodblock print (nishiki-e); ink and color on paper,"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939"
02.18.755,False,True,56203,463,Asian Art,Wine Cup,India,18th century,1700,1799,Nephrite,"Gift of Heber R. Bishop, 1902"
02.18.756,False,True,56204,463,Asian Art,"Bowl

",India,17th century,1600,1699,"Nephrite
","Gift of Heber R. Bishop, 1902"
02.18.757,False,True,56205,463,Asian Art,Bowl,India,17th century,1600,1699,Jade,"Gift of Heber R. Bishop, 1902"
"02.18.760a, b",False,True,56208,463,Asian Art,Box with cover,India,18th–19th century,1700,1899,Jade (nephrite),"Gift of Heber R. Bishop, 1902"
02.18.762,False,True,56211,463,Asian Art,Bowl in the shape of a chrysanthemum flower,India,18th century,1700,1799,Jade (nephrite),"Gift of Heber R. Bishop, 1902"
02.18.764,False,True,56219,463,Asian Art,Mirror frame,India,18th–19th century,1700,1899,Jade (nephrite),"Gift of Heber R. Bishop, 1902"
02.18.765,False,True,56220,463,Asian Art,Sword Guard in the Form of Confronted Dragons,Central Asia,14th–early 15th century,1300,1433,Nephrite; carved,"Gift of Heber R. Bishop, 1902"
02.18.766,False,True,56221,222,Asian Art,Bowl,India,18th–19th century,1700,1899,Jade (nephrite) with painted decoration,"Gift of Heber R. Bishop, 1902"
"02.18.768a, b",False,True,56223,222,Asian Art,"Oval box with cover

",India,18th–19th century,1700,1899,Jade (nephrite) with gold and semiprecious stone inlays,"Gift of Heber R. Bishop, 1902"
02.18.769,False,True,56224,222,Asian Art,Sword handle,India,18th–19th century,1700,1899,Jade (nephrite) with gold and semiprecious stone inlays,"Gift of Heber R. Bishop, 1902"
02.18.771,False,True,56226,222,Asian Art,Bracelet (one of a pair),India,18th–19th century,1700,1899,"Jade (nephrite) with gold, enamel, and semiprecious stone inlays","Gift of Heber R. Bishop, 1902"
02.18.774,False,True,56230,222,Asian Art,Jewelled plate,India,18th–19th century,1700,1899,Jade (nephrite) with gold and semiprecious stone inlays,"Gift of Heber R. Bishop, 1902"
"02.18.775a, b",False,True,56231,222,Asian Art,Jar with cover,India,18th–19th century,1700,1899,"Jade (nephrite) with gold and semiprecious stone inlays

","Gift of Heber R. Bishop, 1902"
02.18.777a–c,False,True,56233,222,Asian Art,Box with tray,India,18th–19th century,1700,1899,Jade (nephrite) with gold and semiprecious stone inlays,"Gift of Heber R. Bishop, 1902"
02.18.779,False,True,56236,222,Asian Art,"Bottle in the shape of a gourd

",India,18th–19th century,1700,1899,Jade (nephrite) with gold and semiprecious stone inlays,"Gift of Heber R. Bishop, 1902"
"02.18.786a, b",False,True,56247,222,Asian Art,Box with cover,India,18th–19th century,1700,1899,"Jade (nephrite) with gold and semiprecious stone inlays

","Gift of Heber R. Bishop, 1902"
"02.18.795a, b",False,True,56256,222,Asian Art,Vase with stopper,India,18th–19th century,1700,1899,"Jade (nephrite) with gold, silver, and semiprecious stone inlays
","Gift of Heber R. Bishop, 1902"
2001.27,False,True,56784,250,Asian Art,The Buddhist Disciple Phra Sankachai,Thailand,ca. late 17th century,1667,1699,Bronze with traces of gilt; eyes inlaid with shell and garnet,"Purchase, Gifts of friends of Jim Thompson, in his memory, 2001"
1975.268.379,False,True,56572,223,Asian Art,Tall-Footed Bowl (Hachi),Japan,ca. 200–100 BCE,-200,-100,"Earthenware with pigment

","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
2001.433.105,False,True,56618,244,Asian Art,Large Bell,Thailand (Ban Chiang),ca. 300 BCE–200 CE,-310,210,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.77,False,True,56621,234,Asian Art,Harpoon,India,1500–1000 BCE,-1500,-1000,Copper,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
17.175.21,False,True,57475,233,Asian Art,Mirror decorated with Sanskrit inscriptions,Korea,,918,1392,Bronze,"Rogers Fund, 1917"
17.175.24,False,True,57477,233,Asian Art,Square mirror decorated with sea creatures and clouds,Korea,,918,1392,Bronze,"Rogers Fund, 1917"
17.175.32,False,True,57484,233,Asian Art,"Mirror with handle and decorated with peacock, flowers, and birds",Korea,,918,1392,Bronze,"Rogers Fund, 1917"
22.141.11,False,True,57491,233,Asian Art,Mirror with tab,Korea,,918,1392,Bronze,"Rogers Fund, 1922"
X.652,False,True,57353,233,Asian Art,"Bowl with flowers, waves, and a cloud",Korea,12th century,1100,1199,Stoneware with incised design under celadon glaze,Museum Accession
21.117.3,False,True,57378,233,Asian Art,Incense box,Korea,14th–15th century,1300,1499,Iron inlaid with gold and silver,"Rogers Fund, 1921"
15.29.23,False,True,57396,233,Asian Art,Bowl with boys and grapevines,Korea,12th–13th century,1100,1299,Stoneware with mold-impressed design under celadon glaze,"Gift of Samuel T. Peters, 1915"
15.160.18,False,True,57415,233,Asian Art,Bowl with boys and grapevines,Korea,12th–13th century,1100,1299,Stoneware with inlaid and mold-impressed design under celadon glaze,"Gift of Samuel T. Peters, 1915"
27.119.10,False,True,57498,233,Asian Art,"Bowl decorated with phoenixes, clouds, and chrysanthemums 
",Korea,early 14th century,1300,1333,Stoneware with inlaid design under celadon glaze,"Fletcher Fund, 1927"
14.40.841a–e,False,True,57936,690,Asian Art,Writing box (suzuribako) with folding fans,Japan,18th century,1700,1799,Lacquered wood with gold and silver togidashimaki-e and hiramaki-e on “pear-skin” (nashiji) ground,"Bequest of Benjamin Altman, 1913"
"49.135.9a, b",False,True,58936,218,Asian Art,Wine container in the shape of a leather pouch,China,8th century BCE,-799,-700,Bronze,"Bequest of Addie W. Kahn, 1949"
2001.263,False,True,58941,207,Asian Art,Perforated Axe,China,,-3200,-2000,Stone,"Purchase, Barbara and William Karatz Gift, 2001"
2001.264,False,True,58942,207,Asian Art,Pole Base in the Form of a Tiger,China,,-206,220,Steatite,"Purchase, Friends of Asian Art Gifts, in honor of Douglas Dillon, 2001"
2001.77,False,True,58453,207,Asian Art,"Guardian Protector of the East (Dongfang chiguo tianwang)

",China,11th–12th century,1000,1199,Partially gilt arsenical bronze; lost-wax cast,"Purchase, Bequest of Dorothy Graham Bennett, 2001"
2001.433.350,False,True,51942,244,Asian Art,Dagger with a Handle in the Form of a Male Figure,Vietnam,500 BCE–300 CE,-500,300,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
1999.302,False,True,51280,207,Asian Art,Notched Disk,China,,-2400,-1900,Jade (nephrite),"Purchase, Barbara and William Karatz Gift, 1999"
13.100.11,False,True,52010,207,Asian Art,Granary Tower,China,1st–early 3rd century,1,233,Earthenware with green lead glaze,"John Stewart Kennedy Fund, 1913"
"2001.433.507a, b",False,True,51312,244,Asian Art,Anthropomorphic Lime Container,"Indonesia (Java, Lumajang, Pasiran)",ca. 500 BCE–300 CE,-510,310,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
"2001.433.509a, b",False,True,51314,244,Asian Art,Lime Container Topped by a Warrior,"Indonesia (Java, Lumajang, Pasiran)",ca. 500 BCE–300 CE,-510,300,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
14.40.89,False,True,52024,221,Asian Art,Vase with peony and magnolia,China,late 18th century,1768,1795,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),"Bequest of Benjamin Altman, 1913"
2015.300.55,False,True,53228,225,Asian Art,Splashed-Ink Landscape,Japan,early 16th century,1500,1533,Hanging scroll; ink on paper,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
24.80.274,False,True,52938,219,Asian Art,Vase in the shape of an ancient ritual cup (zhi) (one of a pair),China,,1736,1795,Porcelain with clair de lune glaze (Jingdezhen ware),"Bequest of Mary Clark Thompson, 1923"
2001.433.187,False,True,53259,244,Asian Art,Bracelet with Dragonflies,Thailand (Ban Chiang),300 BCE–CE 200,-300,200,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
1975.268.501,False,True,52945,227,Asian Art,Sake Bottle (Tokkuri) with Bird on a Rock under Willow Tree,Japan,ca. 1640–50s,1640,1659,"Porcelain with cobalt blue under transparent glaze (Hizen ware, Arita type","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
2001.433.173,False,True,53267,244,Asian Art,Small Cuff with Concentric Circles,Thailand (Ban Chiang),300 BCE–CE 200,-310,210,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
24.80.194,False,True,52955,221,Asian Art,Dish with flowers and fruits,China,ca. 1730–50,1730,1750,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),"Bequest of Mary Clark Thompson, 1923"
49.37,False,True,52968,219,Asian Art,Bowl with floral sprays,China,,1736,1795,Porcelain painted with overglaze enamels (Jingdezhen ware),"Gift of R. Thornton Wilson, in memory of his wife, Florence Ellsworth Wilson, 1949"
50.221.12,False,True,52970,207,Asian Art,Bowl,China,8th century,700,799,Earthenware with molded decoration and three color (sancai) glaze*,"Bequest of Robert West, 1950"
24.80.296,False,True,52975,219,Asian Art,Miniature vase with floral medallions,China,,1736,1795,Porcelain painted with overglaze enamels (Jingdezhen ware),"Bequest of Mary Clark Thompson, 1923"
17.120.192,False,True,52976,221,Asian Art,Vase with landscape decoration,China,,1736,1795,"Porcelain painted in overglaze enamels, with incised decoration (Jingdezhen ware)","Mr. and Mrs. Isaac D. Fletcher Collection, Bequest of Isaac D. Fletcher, 1917"
18.56.60,False,True,52978,201,Asian Art,"Bottle with Coiling Dragon

",China,late 16th century,1567,1599,"Porcelain with transparent glaze (Dehua ware)

","Rogers Fund, 1918"
2015.300.271,False,True,53002,223,Asian Art,"Shino Tea Bowl with Bridge and Shrine, Known as “Bridge of the Gods” (Shinkyō)",Japan,late 16th–early 17th century,1567,1633,"Stoneware with iron oxide under glaze (Mino ware, Shino type) 
","Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
2001.433.476,False,True,53038,244,Asian Art,Asymmetrical Hafted Ax,"Indonesia (Java, Lumajang, Pasiran)",ca. 500 BCE–300 CE,-510,310,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.399,False,True,53045,244,Asian Art,Hafted Ax with Moko-Style Face,Indonesia,ca. 500 BCE–300 CE,-510,310,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.401,False,True,53046,244,Asian Art,Hafted Ax with Abstract Face,Indonesia,ca. 500 BCE–300 CE,-510,310,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.319,False,True,53340,244,Asian Art,One of a Pair of Pellet Bangles with Textile Remnants,Vietnam,500 BCE–300 CE,-500,300,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.406,False,True,53049,244,Asian Art,Swallowtail Hafted Ax with Chevron Design,"Indonesia (Java, Lumajang, Pasiran)",ca. 500 BCE–300 CE,-510,310,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.460,False,True,53055,244,Asian Art,Celt,Indonesia,500 BCE–300 CE,-500,300,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.404,False,True,53057,244,Asian Art,Hafted Flask-Shaped Ax with Face,Indonesia,ca. 500 BCE–300 CE,-510,310,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.423,False,True,53072,244,Asian Art,Hafted Ax,"Indonesia (Java, Lumajang, Pasiran)",ca. 500 BCE–300 CE,-510,310,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.466,False,True,53094,244,Asian Art,Swallowtail Hafted Ax with Diamond Pattern,"Indonesia (Java, Lumajang, Pasiran)",ca. 500 BCE–300 CE,-510,310,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
"2011.575.3a, b",False,True,53120,209,Asian Art,Rock in the Form of a Fantastic Mountain,China,18th–19th century (?),1700,1899,Black Lingbi limestone; wood stand,"Rosenblum Family Collection, Gift of Anna Rosenblum Palmer, 2011"
"2011.575.2a, b",False,True,53121,209,Asian Art,Rock in the form of a fantastic mountain,China,18th century,1700,1799,Gray Lingbi limestone; wood stand,"Rosenblum Family Collection, Gift of Anna Rosenblum Palmer, 2011"
"2008.674a, b",False,True,53129,213,Asian Art,Scholar's rock,China,19th century,1801,1900,"Limestone; wood stand
","Gift of Richard Rosenblum Family, 2008"
2001.433.303,False,True,53388,244,Asian Art,Torque of Twisted Wire,Thailand (Ban Chiang),ca. 300 BCE–200 CE,-310,210,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
2001.433.309,False,True,53393,244,Asian Art,Pendant with Buffalo Head?,Thailand (Ban Chiang),ca. 300 BCE–200 CE,-310,210,Bronze,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
"2015.300.93.1, .2",False,True,53423,231,Asian Art,Blossoming Cherry Trees,Japan,ca. 1805,1795,1815,"Pair of six-panel folding screens; ink, color, and gold leaf on paper
","Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
69.251,False,True,53560,207,Asian Art,Lobed tripod cauldron (Liding),China,11th–10th century BCE,-1099,-900,Bronze,"Gift of Paul E. Manheim, 1969"
2015.500.7.3,False,True,54077,207,Asian Art,Female attendant,China,mid-7th century,636,670,Earthenware with pigment,"Gift of Florence and Herbert Irving, 2015"
2015.500.7.4,False,True,54078,207,Asian Art,Female attendant,China,mid-7th century,636,670,Earthenware with pigment,"Gift of Florence and Herbert Irving, 2015"
1974.268.5,False,True,54083,207,Asian Art,Bodhisattva Avalokiteshvara (Guanyin),China,,907,960,Gilt bronze,"Purchase, Arthur M. Sackler Gift, 1974"
"1975.268.197a, b",False,True,53626,223,Asian Art,Plug-Shaped Ear Ornaments,Japan,,-1200,-900,Earthenware,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.610,False,True,53641,229,Asian Art,Ishizara with Rabbit Jumping Over a Stream,Japan,early 19th century,1800,1833,Stoneware with iron brown and cobalt blue under transparent glaze (Seto ware),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
1975.268.612,False,True,53642,229,Asian Art,Ishizara with Pine Tree,Japan,early 19th century,1800,1833,Stoneware with iron brown and cobalt blue under transparent glaze (Seto ware),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
JP1899,False,True,53687,690,Asian Art,Chrysanthemums in Fan-shaped Design,Japan,1840s,1840,1849,Woodblock print (nishiki-e),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929"
JP1367,False,True,53689,690,Asian Art,"The Courtesan Konosumi, from the series Beauties of the Southern Quarter (Nangoku bijin awase)",Japan,ca. 1793–94,1793,1794,Woodblock print (nishiki-e) with mica on paper,"Rogers Fund, 1922"
